"id","area","rooms","floor","year","price","district","lat","lng","status","created_at","updated_at","address","bathrooms","decoration","halls","name","orientation","price_per_sqm","property_type","total_floors"
"7095","82.3","2","4","2025","379810.38","泾渭街道","34.520157","109.086097","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区泾渭街道泾渭春天16栋5单元","1","简装","1","泾渭春天","南","4614.95","住宅","11"
"7096","132","4","5","2026","766752.36","鹿苑街道","34.524571","109.087829","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区鹿苑街道鹿苑小区12栋1单元","2","精装","3","鹿苑小区","南","5808.73","住宅","6"
"7097","142.6","4","3","2025","807362.7","泾渭街道","34.522188","109.082293","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区泾渭街道泾渭佳苑1栋3单元","1","简装","3","泾渭佳苑","东南","5661.73","公寓","11"
"7098","136.2","4","12","2025","987102.69","渭水片区","34.528855","109.086494","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区渭水片区渭水茗居10栋2单元","2","精装","3","渭水茗居","南","7247.45","住宅","18"
"7099","143.1","4","11","2026","723031.35","泾渭街道","34.527332","109.089245","off","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区泾渭街道泾渭佳苑16栋1单元","2","简装","3","泾渭佳苑","东南","5052.63","住宅","18"
"7100","133","3","18","2026","769644.4","泾渭街道","34.521132","109.08273","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区泾渭街道泾渭春天10栋1单元","2","豪装","2","泾渭春天","东南","5786.8","住宅","25"
"7101","119.4","3","1","2026","469284.98","泾渭街道","34.526025","109.098445","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区泾渭街道泾渭春天9栋6单元","1","毛坯","2","泾渭春天","南","3930.36","住宅","6"
"7102","91.6","2","4","2025","554845.02","崇皇街道","34.54547","109.104123","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区崇皇街道崇皇花园13栋6单元","1","精装","1","崇皇花园","西北","6057.26","住宅","6"
"7103","105.6","3","20","2026","772524.19","鹿苑街道","34.533437","109.086823","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区鹿苑街道鹿苑华庭9栋5单元","1","精装","2","鹿苑华庭","东北","7315.57","住宅","25"
"7104","95.6","2","7","2025","525845.89","泾渭街道","34.522724","109.079136","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区泾渭街道泾渭新城4栋5单元","1","精装","1","泾渭新城","南","5500.48","公寓","25"
"7105","135.2","4","6","2025","671738.5","鹿苑街道","34.527403","109.078352","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区鹿苑街道鹿苑小区12栋1单元","2","简装","3","鹿苑小区","西北","4968.48","住宅","25"
"7106","83","2","13","2026","676544.62","耿镇街道","34.534548","109.09864","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区耿镇街道高陵恒大18栋3单元","1","精装","1","高陵恒大","东南","8151.14","住宅","25"
"7107","80.8","2","18","2025","363725.24","泾渭街道","34.521994","109.093284","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区泾渭街道泾渭佳苑10栋1单元","1","精装","1","泾渭佳苑","西北","4501.55","公寓","18"
"7108","90.9","2","8","2026","726654.6","鹿苑街道","34.527244","109.092583","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区鹿苑街道高陵天下3栋2单元","1","精装","1","高陵天下","南","7994","住宅","18"
"7109","81","1","10","2026","446361.03","渭水片区","34.539758","109.083538","available","3/5/2026 05:47:37.541919+00","3/5/2026 05:47:37.541919+00","西安市高陵区渭水片区渭水家园14栋2单元","1","简装","1","渭水家园","南","5510.63","住宅","18"
"7110","109.8","2","18","2025","518108.87","渭水片区","34.526153","109.073647","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区渭水片区渭水家园4栋2单元","1","毛坯","1","渭水家园","南","4718.66","住宅","18"
"7111","133.2","3","7","2026","706763.2","泾渭街道","34.530248","109.092452","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭佳苑8栋6单元","1","毛坯","2","泾渭佳苑","南","5306.03","公寓","11"
"7112","146.5","4","21","2026","1167909.72","鹿苑街道","34.526832","109.098348","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道高陵天下9栋4单元","2","精装","3","高陵天下","东北","7972.08","住宅","25"
"7113","81.6","1","10","2026","471397.49","鹿苑街道","34.53221","109.086883","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑华庭11栋1单元","1","豪装","1","鹿苑华庭","南","5776.93","公寓","30"
"7114","145.9","4","9","2025","936882.26","泾渭街道","34.522897","109.084494","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭明珠13栋3单元","2","精装","3","泾渭明珠","东北","6421.4","住宅","25"
"7115","120.2","3","30","2026","968285.52","泾渭街道","34.530507","109.089002","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭上城13栋1单元","2","精装","2","泾渭上城","东南","8055.62","住宅","30"
"7116","135.1","3","14","2026","990980.12","鹿苑街道","34.536289","109.091445","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道高陵天下19栋5单元","1","精装","2","高陵天下","南","7335.16","住宅","25"
"7117","105.9","3","3","2026","522204.55","泾渭街道","34.521262","109.075884","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭佳苑7栋6单元","2","精装","2","泾渭佳苑","西南","4931.11","住宅","18"
"7118","127.7","3","11","2026","647458.15","泾渭街道","34.52762","109.077021","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭佳苑4栋4单元","2","豪装","2","泾渭佳苑","南","5070.15","住宅","18"
"7119","107.6","3","13","2025","889007.34","通远街道","34.533806","109.100151","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区通远街道高陵碧桂园1栋6单元","2","简装","2","高陵碧桂园","东","8262.15","公寓","18"
"7120","169.2","4","11","2026","965121.88","泾渭街道","34.523508","109.087664","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭上城7栋6单元","1","豪装","3","泾渭上城","南","5704.03","住宅","18"
"7121","118.5","3","2","2025","769742.82","崇皇街道","34.536768","109.091414","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区崇皇街道崇皇花园12栋6单元","2","毛坯","2","崇皇花园","南","6495.72","住宅","18"
"7122","113.3","3","20","2025","605205.55","鹿苑街道","34.535383","109.083393","sold","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑新城16栋2单元","2","简装","2","鹿苑新城","南","5341.62","住宅","25"
"7123","85.2","2","3","2025","475979.17","泾渭街道","34.531932","109.08267","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭春天3栋6单元","1","简装","1","泾渭春天","东北","5586.61","住宅","18"
"7124","116.8","3","24","2026","893124.05","耿镇街道","34.533551","109.094435","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区耿镇街道高陵恒大20栋2单元","2","精装","2","高陵恒大","南","7646.61","住宅","30"
"7125","121.6","3","4","2026","706357.38","鹿苑街道","34.52956","109.075543","off","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑新城4栋1单元","1","简装","2","鹿苑新城","东南","5808.86","住宅","18"
"7126","139","3","8","2026","866185.45","泾渭街道","34.536767","109.0871","sold","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭明珠12栋4单元","1","豪装","2","泾渭明珠","西","6231.55","住宅","25"
"7127","123.6","3","5","2026","659570.39","崇皇街道","34.539399","109.085834","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区崇皇街道崇皇花园11栋6单元","1","简装","2","崇皇花园","南","5336.33","住宅","11"
"7128","132.6","3","4","2026","940176.43","崇皇街道","34.543539","109.103542","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区崇皇街道崇皇花园7栋3单元","1","精装","2","崇皇花园","东南","7090.32","住宅","11"
"7129","90.7","2","17","2025","503458.47","鹿苑街道","34.534577","109.087444","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑小区16栋3单元","1","精装","1","鹿苑小区","南","5550.81","住宅","18"
"7130","106.1","2","1","2025","551678.62","崇皇街道","34.533765","109.094799","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区崇皇街道崇皇花园8栋2单元","1","简装","1","崇皇花园","南","5199.61","住宅","11"
"7131","108","3","25","2025","704850.12","泾渭街道","34.537492","109.094953","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭上城6栋6单元","2","精装","2","泾渭上城","西南","6526.39","住宅","25"
"7132","125.2","3","5","2026","642106.98","鹿苑街道","34.536184","109.071076","sold","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑新城8栋3单元","2","豪装","2","鹿苑新城","西","5128.65","住宅","18"
"7133","145.9","4","8","2026","1257675.51","鹿苑街道","34.525616","109.08894","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道高陵天下1栋2单元","1","简装","3","高陵天下","南","8620.12","住宅","11"
"7134","115.8","3","11","2026","704935.97","泾渭街道","34.534487","109.08853","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭佳苑13栋1单元","2","豪装","2","泾渭佳苑","东","6087.53","住宅","11"
"7135","80.5","2","2","2025","629453.65","泾渭街道","34.523663","109.098012","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭上城2栋1单元","1","简装","1","泾渭上城","南","7819.3","住宅","18"
"7136","151.9","4","11","2025","866686.72","崇皇街道","34.547188","109.093274","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区崇皇街道崇皇新城9栋3单元","2","精装","3","崇皇新城","西北","5705.64","住宅","11"
"7137","105.3","2","8","2025","636293.15","泾渭街道","34.532574","109.084916","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭佳苑10栋5单元","1","精装","1","泾渭佳苑","西","6042.67","公寓","18"
"7138","130.9","3","9","2026","1059440.46","耿镇街道","34.534753","109.098578","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区耿镇街道高陵恒大14栋4单元","1","精装","2","高陵恒大","东","8093.51","住宅","11"
"7139","83.6","2","1","2026","451166.63","鹿苑街道","34.523097","109.088273","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑小区1栋5单元","1","豪装","1","鹿苑小区","南","5396.73","住宅","11"
"7140","125.3","3","16","2026","817633.87","鹿苑街道","34.522875","109.080355","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑华庭12栋1单元","2","豪装","2","鹿苑华庭","南","6525.41","住宅","18"
"7141","130.9","3","5","2025","733183.99","泾渭街道","34.532235","109.09066","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭佳苑7栋1单元","1","精装","2","泾渭佳苑","南","5601.1","住宅","18"
"7142","133.9","3","17","2026","999831.3","泾渭街道","34.523554","109.084157","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭上城5栋3单元","1","精装","2","泾渭上城","南","7467","住宅","18"
"7143","117.7","3","10","2025","495540.54","鹿苑街道","34.535318","109.088802","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑小区3栋6单元","1","精装","2","鹿苑小区","南","4210.2","住宅","11"
"7144","122.9","3","8","2025","666746.02","崇皇街道","34.538194","109.095414","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区崇皇街道崇皇花园6栋2单元","2","精装","2","崇皇花园","西南","5425.11","住宅","11"
"7145","135.5","4","14","2026","621519.53","泾渭街道","34.532202","109.078139","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭佳苑12栋5单元","1","豪装","3","泾渭佳苑","东北","4586.86","住宅","30"
"7146","171.5","4","8","2026","1268564.92","泾渭街道","34.540954","109.09634","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭上城20栋2单元","2","精装","3","泾渭上城","北","7396.88","住宅","11"
"7147","87.7","2","5","2026","546682.34","鹿苑街道","34.52898","109.093043","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道高陵天下12栋1单元","1","简装","1","高陵天下","东南","6233.55","住宅","6"
"7148","73.2","1","11","2026","680862.48","通远街道","34.527634","109.103463","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区通远街道高陵碧桂园10栋6单元","1","豪装","1","高陵碧桂园","南","9301.4","住宅","25"
"7149","112.7","3","4","2026","718587.6","泾渭街道","34.528737","109.083849","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭佳苑4栋1单元","2","精装","2","泾渭佳苑","西","6376.11","公寓","11"
"7150","130.5","4","7","2025","590006.16","鹿苑街道","34.526688","109.06609","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑新城9栋5单元","2","精装","3","鹿苑新城","西南","4521.12","住宅","18"
"7151","111","3","1","2025","591006.18","泾渭街道","34.533983","109.091729","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭明珠8栋2单元","1","简装","2","泾渭明珠","南","5324.38","公寓","11"
"7152","117.3","3","11","2025","596303.93","鹿苑街道","34.534725","109.078591","sold","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑小区6栋3单元","2","豪装","2","鹿苑小区","南","5083.58","住宅","18"
"7153","109.7","3","6","2026","765113.62","泾渭街道","34.540887","109.098241","sold","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区泾渭街道泾渭上城9栋1单元","1","精装","2","泾渭上城","南","6974.6","住宅","25"
"7154","138.4","4","7","2025","1038564.67","鹿苑街道","34.536985","109.084555","available","3/5/2026 05:47:37.542426+00","3/5/2026 05:47:37.542426+00","西安市高陵区鹿苑街道鹿苑华庭8栋6单元","2","豪装","3","鹿苑华庭","东北","7504.08","住宅","11"
